date,name,matched_stories,all_candidate_stories,pct_of_all_candidate_stories,query
2018-12-30,Amy Klobuchar,45.0,793,0.056746532156368226,"(""Amy Klobuchar"")"
2019-01-06,Amy Klobuchar,55.0,880,0.0625,"(""Amy Klobuchar"")"
2019-01-13,Amy Klobuchar,128.0,1030,0.12427184466019416,"(""Amy Klobuchar"")"
2019-01-20,Amy Klobuchar,54.0,1009,0.0535183349851338,"(""Amy Klobuchar"")"
2019-01-27,Amy Klobuchar,73.0,1579,0.04623179227359088,"(""Amy Klobuchar"")"
2019-02-03,Amy Klobuchar,143.0,1401,0.1020699500356888,"(""Amy Klobuchar"")"
2019-02-10,Amy Klobuchar,405.0,1553,0.2607855763039279,"(""Amy Klobuchar"")"
2019-02-17,Amy Klobuchar,253.0,1374,0.1841339155749636,"(""Amy Klobuchar"")"
2019-02-24,Amy Klobuchar,167.0,1246,0.13402889245585875,"(""Amy Klobuchar"")"
2019-03-03,Amy Klobuchar,236.0,1422,0.1659634317862166,"(""Amy Klobuchar"")"
2019-03-10,Amy Klobuchar,183.0,1717,0.1065812463599301,"(""Amy Klobuchar"")"
2019-03-17,Amy Klobuchar,219.0,1547,0.14156431803490627,"(""Amy Klobuchar"")"
2019-03-24,Amy Klobuchar,166.0,1137,0.14599824098504838,"(""Amy Klobuchar"")"
2019-03-31,Amy Klobuchar,147.0,1669,0.08807669263031756,"(""Amy Klobuchar"")"
2019-04-07,Amy Klobuchar,189.0,1570,0.12038216560509556,"(""Amy Klobuchar"")"
2019-04-14,Amy Klobuchar,183.0,1864,0.09817596566523604,"(""Amy Klobuchar"")"
2019-04-21,Amy Klobuchar,244.0,2271,0.10744165565830033,"(""Amy Klobuchar"")"
2019-04-28,Amy Klobuchar,189.0,1795,0.1052924791086351,"(""Amy Klobuchar"")"
2019-05-05,Amy Klobuchar,142.0,1526,0.09305373525557012,"(""Amy Klobuchar"")"
2019-05-12,Amy Klobuchar,159.0,1886,0.08430540827147402,"(""Amy Klobuchar"")"
2019-05-19,Amy Klobuchar,152.0,1538,0.0988296488946684,"(""Amy Klobuchar"")"
2019-05-26,Amy Klobuchar,126.0,1432,0.08798882681564246,"(""Amy Klobuchar"")"
2019-06-02,Amy Klobuchar,142.0,1609,0.08825357364822871,"(""Amy Klobuchar"")"
2019-06-09,Amy Klobuchar,226.0,1947,0.11607601438109913,"(""Amy Klobuchar"")"
2019-06-16,Amy Klobuchar,149.0,1816,0.08204845814977972,"(""Amy Klobuchar"")"
2019-06-23,Amy Klobuchar,529.0,3420,0.1546783625730994,"(""Amy Klobuchar"")"
2019-06-30,Amy Klobuchar,138.0,1542,0.08949416342412451,"(""Amy Klobuchar"")"
2019-07-07,Amy Klobuchar,124.0,1659,0.07474382157926461,"(""Amy Klobuchar"")"
2018-12-30,Andrew Yang,2.0,793,0.002522068095838588,"(""Andrew Yang"")"
2019-01-06,Andrew Yang,5.0,880,0.005681818181818182,"(""Andrew Yang"")"
2019-01-13,Andrew Yang,9.0,1030,0.008737864077669903,"(""Andrew Yang"")"
2019-01-20,Andrew Yang,6.0,1009,0.005946481665014865,"(""Andrew Yang"")"
2019-01-27,Andrew Yang,14.0,1579,0.008866371120962634,"(""Andrew Yang"")"
2019-02-03,Andrew Yang,11.0,1401,0.007851534618129907,"(""Andrew Yang"")"
2019-02-10,Andrew Yang,27.0,1553,0.017385705086928525,"(""Andrew Yang"")"
2019-02-17,Andrew Yang,13.0,1374,0.009461426491994178,"(""Andrew Yang"")"
2019-02-24,Andrew Yang,11.0,1246,0.00882825040128411,"(""Andrew Yang"")"
2019-03-03,Andrew Yang,27.0,1422,0.0189873417721519,"(""Andrew Yang"")"
2019-03-10,Andrew Yang,35.0,1717,0.0203843913803145,"(""Andrew Yang"")"
2019-03-17,Andrew Yang,65.0,1547,0.04201680672268908,"(""Andrew Yang"")"
2019-03-24,Andrew Yang,30.0,1137,0.02638522427440633,"(""Andrew Yang"")"
2019-03-31,Andrew Yang,55.0,1669,0.0329538645895746,"(""Andrew Yang"")"
2019-04-07,Andrew Yang,69.0,1570,0.043949044585987265,"(""Andrew Yang"")"
2019-04-14,Andrew Yang,81.0,1864,0.043454935622317586,"(""Andrew Yang"")"
2019-04-21,Andrew Yang,49.0,2271,0.021576398062527518,"(""Andrew Yang"")"
2019-04-28,Andrew Yang,45.0,1795,0.02506963788300836,"(""Andrew Yang"")"
2019-05-05,Andrew Yang,42.0,1526,0.027522935779816515,"(""Andrew Yang"")"
2019-05-12,Andrew Yang,56.0,1886,0.029692470837751856,"(""Andrew Yang"")"
2019-05-19,Andrew Yang,63.0,1538,0.04096228868660598,"(""Andrew Yang"")"
2019-05-26,Andrew Yang,42.0,1432,0.029329608938547486,"(""Andrew Yang"")"
2019-06-02,Andrew Yang,34.0,1609,0.02113113735239279,"(""Andrew Yang"")"
2019-06-09,Andrew Yang,136.0,1947,0.06985105290190036,"(""Andrew Yang"")"
2019-06-16,Andrew Yang,75.0,1816,0.04129955947136564,"(""Andrew Yang"")"
2019-06-23,Andrew Yang,334.0,3420,0.0976608187134503,"(""Andrew Yang"")"
2019-06-30,Andrew Yang,60.0,1542,0.03891050583657588,"(""Andrew Yang"")"
2019-07-07,Andrew Yang,61.0,1659,0.03676913803496082,"(""Andrew Yang"")"
2018-12-30,Bernie Sanders,276.0,793,0.3480453972257251,"(""Bernie Sanders"")"
2019-01-06,Bernie Sanders,328.0,880,0.3727272727272728,"(""Bernie Sanders"")"
2019-01-13,Bernie Sanders,249.0,1030,0.241747572815534,"(""Bernie Sanders"")"
2019-01-20,Bernie Sanders,296.0,1009,0.2933597621407334,"(""Bernie Sanders"")"
2019-01-27,Bernie Sanders,407.0,1579,0.2577580747308423,"(""Bernie Sanders"")"
2019-02-03,Bernie Sanders,406.0,1401,0.2897930049964311,"(""Bernie Sanders"")"
2019-02-10,Bernie Sanders,352.0,1553,0.2266580811332904,"(""Bernie Sanders"")"
2019-02-17,Bernie Sanders,626.0,1374,0.4556040756914119,"(""Bernie Sanders"")"
2019-02-24,Bernie Sanders,621.0,1246,0.4983948635634029,"(""Bernie Sanders"")"
2019-03-03,Bernie Sanders,654.0,1422,0.45991561181434604,"(""Bernie Sanders"")"
2019-03-10,Bernie Sanders,573.0,1717,0.3337216074548631,"(""Bernie Sanders"")"
2019-03-17,Bernie Sanders,585.0,1547,0.3781512605042017,"(""Bernie Sanders"")"
2019-03-24,Bernie Sanders,376.0,1137,0.3306948109058927,"(""Bernie Sanders"")"
2019-03-31,Bernie Sanders,506.0,1669,0.30317555422408626,"(""Bernie Sanders"")"
2019-04-07,Bernie Sanders,629.0,1570,0.4006369426751593,"(""Bernie Sanders"")"
2019-04-14,Bernie Sanders,915.0,1864,0.4908798283261802,"(""Bernie Sanders"")"
2019-04-21,Bernie Sanders,901.0,2271,0.396741523557904,"(""Bernie Sanders"")"
2019-04-28,Bernie Sanders,616.0,1795,0.34317548746518106,"(""Bernie Sanders"")"
2019-05-05,Bernie Sanders,477.0,1526,0.3125819134993447,"(""Bernie Sanders"")"
2019-05-12,Bernie Sanders,649.0,1886,0.3441145281018028,"(""Bernie Sanders"")"
2019-05-19,Bernie Sanders,479.0,1538,0.31144343302990896,"(""Bernie Sanders"")"
2019-05-26,Bernie Sanders,407.0,1432,0.2842178770949721,"(""Bernie Sanders"")"
2019-06-02,Bernie Sanders,551.0,1609,0.34244872591671843,"(""Bernie Sanders"")"
2019-06-09,Bernie Sanders,743.0,1947,0.38161273754494096,"(""Bernie Sanders"")"
2019-06-16,Bernie Sanders,598.0,1816,0.32929515418502203,"(""Bernie Sanders"")"
2019-06-23,Bernie Sanders,1398.0,3420,0.4087719298245614,"(""Bernie Sanders"")"
2019-06-30,Bernie Sanders,553.0,1542,0.3586251621271077,"(""Bernie Sanders"")"
2019-07-07,Bernie Sanders,529.0,1659,0.3188667872212176,"(""Bernie Sanders"")"
2018-12-30,Beto O'Rourke,41.0,793,0.05170239596469105,"(""Beto O'Rourke"")"
2019-01-06,Beto O'Rourke,60.0,880,0.06818181818181818,"(""Beto O'Rourke"")"
2019-01-13,Beto O'Rourke,55.0,1030,0.05339805825242718,"(""Beto O'Rourke"")"
2019-01-20,Beto O'Rourke,22.0,1009,0.02180376610505451,"(""Beto O'Rourke"")"
2019-01-27,Beto O'Rourke,34.0,1579,0.021532615579480684,"(""Beto O'Rourke"")"
2019-02-03,Beto O'Rourke,64.0,1401,0.04568165596002855,"(""Beto O'Rourke"")"
2019-02-10,Beto O'Rourke,152.0,1553,0.0978750804893754,"(""Beto O'Rourke"")"
2019-02-17,Beto O'Rourke,49.0,1374,0.03566229985443959,"(""Beto O'Rourke"")"
2019-02-24,Beto O'Rourke,55.0,1246,0.044141252006420544,"(""Beto O'Rourke"")"
2019-03-03,Beto O'Rourke,57.0,1422,0.04008438818565401,"(""Beto O'Rourke"")"
2019-03-10,Beto O'Rourke,325.0,1717,0.18928363424577752,"(""Beto O'Rourke"")"
2019-03-17,Beto O'Rourke,290.0,1547,0.1874595992243051,"(""Beto O'Rourke"")"
2019-03-24,Beto O'Rourke,117.0,1137,0.10290237467018468,"(""Beto O'Rourke"")"
2019-03-31,Beto O'Rourke,117.0,1669,0.0701018573996405,"(""Beto O'Rourke"")"
2019-04-07,Beto O'Rourke,92.0,1570,0.058598726114649675,"(""Beto O'Rourke"")"
2019-04-14,Beto O'Rourke,110.0,1864,0.059012875536480686,"(""Beto O'Rourke"")"
2019-04-21,Beto O'Rourke,95.0,2271,0.04183179216204316,"(""Beto O'Rourke"")"
2019-04-28,Beto O'Rourke,118.0,1795,0.06573816155988857,"(""Beto O'Rourke"")"
2019-05-05,Beto O'Rourke,69.0,1526,0.045216251638269984,"(""Beto O'Rourke"")"
2019-05-12,Beto O'Rourke,113.0,1886,0.059915164369035,"(""Beto O'Rourke"")"
2019-05-19,Beto O'Rourke,99.0,1538,0.06436931079323797,"(""Beto O'Rourke"")"
2019-05-26,Beto O'Rourke,82.0,1432,0.05726256983240224,"(""Beto O'Rourke"")"
2019-06-02,Beto O'Rourke,87.0,1609,0.054070851460534496,"(""Beto O'Rourke"")"
2019-06-09,Beto O'Rourke,149.0,1947,0.07652799178222908,"(""Beto O'Rourke"")"
2019-06-16,Beto O'Rourke,62.0,1816,0.0341409691629956,"(""Beto O'Rourke"")"
2019-06-23,Beto O'Rourke,308.0,3420,0.09005847953216374,"(""Beto O'Rourke"")"
2019-06-30,Beto O'Rourke,95.0,1542,0.06160830090791181,"(""Beto O'Rourke"")"
2019-07-07,Beto O'Rourke,69.0,1659,0.04159132007233273,"(""Beto O'Rourke"")"
2018-12-30,Bill de Blasio,46.0,793,0.05800756620428753,"(""Bill de Blasio"")"
2019-01-06,Bill de Blasio,80.0,880,0.09090909090909093,"(""Bill de Blasio"")"
2019-01-13,Bill de Blasio,66.0,1030,0.06407766990291262,"(""Bill de Blasio"")"
2019-01-20,Bill de Blasio,39.0,1009,0.03865213082259663,"(""Bill de Blasio"")"
2019-01-27,Bill de Blasio,70.0,1579,0.044331855604813175,"(""Bill de Blasio"")"
2019-02-03,Bill de Blasio,59.0,1401,0.042112776588151324,"(""Bill de Blasio"")"
2019-02-10,Bill de Blasio,182.0,1553,0.11719253058596266,"(""Bill de Blasio"")"
2019-02-17,Bill de Blasio,95.0,1374,0.06914119359534207,"(""Bill de Blasio"")"
2019-02-24,Bill de Blasio,55.0,1246,0.044141252006420544,"(""Bill de Blasio"")"
2019-03-03,Bill de Blasio,51.0,1422,0.03586497890295358,"(""Bill de Blasio"")"
2019-03-10,Bill de Blasio,92.0,1717,0.053581828771112415,"(""Bill de Blasio"")"
2019-03-17,Bill de Blasio,62.0,1547,0.0400775694893342,"(""Bill de Blasio"")"
2019-03-24,Bill de Blasio,37.0,1137,0.032541776605101144,"(""Bill de Blasio"")"
2019-03-31,Bill de Blasio,30.0,1669,0.017974835230677052,"(""Bill de Blasio"")"
2019-04-07,Bill de Blasio,99.0,1570,0.06305732484076433,"(""Bill de Blasio"")"
2019-04-14,Bill de Blasio,67.0,1864,0.03594420600858369,"(""Bill de Blasio"")"
2019-04-21,Bill de Blasio,39.0,2271,0.017173051519154558,"(""Bill de Blasio"")"
2019-04-28,Bill de Blasio,42.0,1795,0.0233983286908078,"(""Bill de Blasio"")"
2019-05-05,Bill de Blasio,38.0,1526,0.02490170380078637,"(""Bill de Blasio"")"
2019-05-12,Bill de Blasio,282.0,1886,0.14952279957582185,"(""Bill de Blasio"")"
2019-05-19,Bill de Blasio,114.0,1538,0.0741222366710013,"(""Bill de Blasio"")"
2019-05-26,Bill de Blasio,88.0,1432,0.06145251396648045,"(""Bill de Blasio"")"
2019-06-02,Bill de Blasio,150.0,1609,0.09322560596643878,"(""Bill de Blasio"")"
2019-06-09,Bill de Blasio,207.0,1947,0.10631741140215717,"(""Bill de Blasio"")"
2019-06-16,Bill de Blasio,164.0,1816,0.09030837004405286,"(""Bill de Blasio"")"
2019-06-23,Bill de Blasio,521.0,3420,0.15233918128654972,"(""Bill de Blasio"")"
2019-06-30,Bill de Blasio,103.0,1542,0.06679636835278857,"(""Bill de Blasio"")"
2019-07-07,Bill de Blasio,193.0,1659,0.11633514165159735,"(""Bill de Blasio"")"
2018-12-30,Cory Booker,96.0,793,0.1210592686002522,"(""Cory Booker"")"
2019-01-06,Cory Booker,132.0,880,0.15,"(""Cory Booker"")"
2019-01-13,Cory Booker,131.0,1030,0.12718446601941746,"(""Cory Booker"")"
2019-01-20,Cory Booker,134.0,1009,0.13280475718533202,"(""Cory Booker"")"
2019-01-27,Cory Booker,382.0,1579,0.24192526915769474,"(""Cory Booker"")"
2019-02-03,Cory Booker,363.0,1401,0.2591006423982869,"(""Cory Booker"")"
2019-02-10,Cory Booker,327.0,1553,0.21056020605280104,"(""Cory Booker"")"
2019-02-17,Cory Booker,319.0,1374,0.2321688500727802,"(""Cory Booker"")"
2019-02-24,Cory Booker,213.0,1246,0.1709470304975923,"(""Cory Booker"")"
2019-03-03,Cory Booker,249.0,1422,0.1751054852320675,"(""Cory Booker"")"
2019-03-10,Cory Booker,242.0,1717,0.14094350611531742,"(""Cory Booker"")"
2019-03-17,Cory Booker,274.0,1547,0.17711700064641242,"(""Cory Booker"")"
2019-03-24,Cory Booker,231.0,1137,0.2031662269129288,"(""Cory Booker"")"
2019-03-31,Cory Booker,150.0,1669,0.08987417615338526,"(""Cory Booker"")"
2019-04-07,Cory Booker,289.0,1570,0.1840764331210191,"(""Cory Booker"")"
2019-04-14,Cory Booker,306.0,1864,0.16416309012875535,"(""Cory Booker"")"
2019-04-21,Cory Booker,267.0,2271,0.11756935270805813,"(""Cory Booker"")"
2019-04-28,Cory Booker,228.0,1795,0.12701949860724235,"(""Cory Booker"")"
2019-05-05,Cory Booker,239.0,1526,0.1566186107470511,"(""Cory Booker"")"
2019-05-12,Cory Booker,242.0,1886,0.1283138918345705,"(""Cory Booker"")"
2019-05-19,Cory Booker,180.0,1538,0.11703511053315994,"(""Cory Booker"")"
2019-05-26,Cory Booker,230.0,1432,0.16061452513966482,"(""Cory Booker"")"
2019-06-02,Cory Booker,209.0,1609,0.12989434431323804,"(""Cory Booker"")"
2019-06-09,Cory Booker,311.0,1947,0.15973292244478685,"(""Cory Booker"")"
2019-06-16,Cory Booker,449.0,1816,0.2472466960352423,"(""Cory Booker"")"
2019-06-23,Cory Booker,878.0,3420,0.2567251461988304,"(""Cory Booker"")"
2019-06-30,Cory Booker,269.0,1542,0.17444876783398186,"(""Cory Booker"")"
