icpsr,name,last_name,party,district,terms_pct,2020_margin,cluster,agreement_score,progressive,new_dems,blue_dogs,problem_solvers,RMSP,governance,study,freedom,dw_nominate_dim1,dw_nominate_dim2,notes
22304,Nikki Budzinski,Budzinski,D,IL-13,1,D+11.2,Moderate Democrats,97.77%,,TRUE,,,,,,,-0.309,0.448,
22306,Yadira Caraveo,Caraveo,D,CO-8,1,D+4.6,Moderate Democrats,96.66%,,TRUE,,,,,,,-0.272,0.581,
22314,Don Davis,Davis,D,NC-1,1,D+7.3,Moderate Democrats,92.64%,,TRUE,,TRUE,,,,,-0.293,0.954,
22331,Jeff Jackson,Jackson,D,NC-14,1,D+16.4,Moderate Democrats,97.91%,,TRUE,,,,,,,-0.287,0.233,
22338,Greg Landsman,Landsman,D,OH-1,1,D+8.5,Moderate Democrats,97.15%,,TRUE,,TRUE,,,,,-0.199,0.124,
22353,Jared Moskowitz,Moskowitz,D,FL-23,1,D+13.2,Moderate Democrats,96.93%,,TRUE,,,,,,,-0.215,0.299,
22355,Wiley Nickel,Nickel,D,NC-13,1,D+1.7,Moderate Democrats,97.05%,,TRUE,TRUE,TRUE,,,,,-0.231,0.242,
22358,Marie Gluesenkamp Perez,Perez,D,WA-3,1,R+4.2,Moderate Democrats,88.38%,,,TRUE,TRUE,,,,,-0.103,0.297,
22363,Hillary Scholten,Scholten,D,MI-3,1,D+8.5,Moderate Democrats,97.62%,,TRUE,,TRUE,,,,,-0.329,0.41,
22365,Eric Sorensen,Sorensen,D,IL-17,1,D+7.8,Moderate Democrats,98.60%,,TRUE,,,,,,,-0.232,0.223,
22371,Gabe Vasquez,Vasquez,D,NM-2,1,D+5.9,Moderate Democrats,96.37%,,TRUE,,,,,,,-0.278,0.405,
22169,Pat Ryan,Ryan,D,NY-18,1.2,D+8.4,Moderate Democrats,97.07%,,TRUE,,,,,,,-0.219,0.225,
22135,Kathy Manning,Manning,D,NC-6,2,D+12.4,Moderate Democrats,98.32%,,TRUE,,,,,,,-0.261,0.327,
22142,Frank Mrvan,Mrvan,D,IN-1,2,D+8.4,Moderate Democrats,98.32%,,TRUE,,,,,,,-0.306,0.298,
21900,Colin Allred,Allred,D,TX-32,3,D+33.0,Moderate Democrats,95.08%,,TRUE,,,,,,,-0.43,0.708,
21910,Angie Craig,Craig,D,MN-2,3,D+7.2,Moderate Democrats,94.53%,,TRUE,,TRUE,,,,,-0.27,0.645,
21914,Sharice Davids,Davids,D,KS-3,3,D+4.5,Moderate Democrats,97.62%,,TRUE,,,,,,,-0.269,0.267,
21919,Lizzie Fletcher,Fletcher,D,TX-7,3,D+29.7,Moderate Democrats,92.91%,,TRUE,,,,,,,-0.454,0.891,
21923,Jared Golden,Golden,D,ME-2,3,R+6.1,Moderate Democrats,86.01%,,,TRUE,TRUE,,,,,-0.11,0.374,
21930,Josh Harder,Harder,D,CA-9,3,D+12.6,Moderate Democrats,97.91%,,TRUE,,TRUE,,,,,-0.352,0.572,
21934,Chrissy Houlahan,Houlahan,D,PA-6,3,D+14.7,Moderate Democrats,96.83%,,TRUE,,TRUE,,,,,-0.275,0.322,
21938,Susie Lee,Lee,D,NV-3,3,D+6.6,Moderate Democrats,95.19%,,TRUE,,TRUE,,,,,-0.235,0.31,
21951,Chris Pappas,Pappas,D,NH-1,3,D+5.9,Moderate Democrats,96.38%,,TRUE,,TRUE,,,,,-0.237,0.343,
21962,Kim Schrier,Schrier,D,WA-8,3,D+6.7,Moderate Democrats,96.74%,,TRUE,,,,,,,-0.288,0.449,
21964,Mikie Sherrill,Sherrill,D,NJ-11,3,D+16.9,Moderate Democrats,97.34%,,TRUE,,,,,,,-0.225,0.263,
21965,Elissa Slotkin,Slotkin,D,MI-7,3,D+0.5,Moderate Democrats,98.32%,,TRUE,,TRUE,,,,,-0.321,0.738,
21966,Abigail Spanberger,Spanberger,D,VA-7,3,D+6.8,Moderate Democrats,97.19%,,TRUE,,TRUE,,,,,-0.188,0.338,
21968,Greg Stanton,Stanton,D,AZ-4,3,D+10.3,Moderate Democrats,98.05%,,TRUE,,,,,,,-0.284,0.247,
21763,Susan Wild,Wild,D,PA-7,3.1,D+0.6,Moderate Democrats,96.10%,,TRUE,,,,,,,-0.262,0.324,
21722,Vicente Gonzalez,Gonzalez,D,TX-34,4,D+15.5,Moderate Democrats,94.03%,,TRUE,TRUE,,,,,,-0.388,0.755,
21723,Josh Gottheimer,Gottheimer,D,NJ-5,4,D+12.4,Moderate Democrats,96.88%,,TRUE,TRUE,TRUE,,,,,-0.158,0.223,
21740,Jimmy Panetta,Panetta,D,CA-19,4,D+39.6,Moderate Democrats,97.06%,TRUE,TRUE,,TRUE,,,,,-0.288,0.126,
21365,Marc Veasey,Veasey,D,TX-33,6,D+49.9,Moderate Democrats,95.20%,,TRUE,,,,,,,-0.404,0.34,
20501,Jim Costa,Costa,D,CA-21,10,D+20.3,Moderate Democrats,94.78%,,TRUE,TRUE,TRUE,,,,,-0.196,0.458,
20533,Henry Cuellar,Cuellar,D,TX-28,10,D+7.0,Moderate Democrats,91.55%,,TRUE,TRUE,TRUE,,,,,-0.227,0.622,
15029,Marcy Kaptur,Kaptur,D,OH-9,21,R+2.9,Moderate Democrats,96.84%,,,,,,,,,-0.348,0.117,
22300,Mark Alford,Alford,R,MO-4,1,R+39.3,Far-Right Establishment,95.10%,,,,,,,TRUE,,0.612,0.193,
22302,Aaron Bean,Bean,R,FL-4,1,R+6.7,Far-Right Establishment,96.93%,,,,,TRUE,,TRUE,,0.694,-0.071,
22322,Russell Fry,Fry,R,SC-7,1,R+18.7,Far-Right Establishment,95.54%,,,,,,,TRUE,,0.525,-0.306,
22326,Erin Houchin,Houchin,R,IN-9,1,R+27.3,Far-Right Establishment,95.69%,,,,,TRUE,,TRUE,,0.587,0.01,
22328,Wesley Hunt,Hunt,R,TX-38,1,R+18.1,Far-Right Establishment,97.12%,,,,,,,,,0.597,-0.247,
22344,Morgan Luttrell,Luttrell,R,TX-8,1,R+27.2,Far-Right Establishment,97.01%,,,,,,,TRUE,,0.664,-0.126,
22346,Rich McCormick,McCormick,R,GA-6,1,R+14.9,Far-Right Establishment,91.75%,,,,,,,TRUE,,0.86,0.51,
22350,Cory Mills,Mills,R,FL-7,1,R+5.5,Far-Right Establishment,96.80%,,,,,,,TRUE,,0.593,-0.249,
22167,Brad Finstad,Finstad,R,MN-1,1.2,R+9.2,Far-Right Establishment,96.20%,,,,,TRUE,,TRUE,,0.562,0.039,
22107,Kat Cammack,Cammack,R,FL-3,2,R+14.1,Far-Right Establishment,97.55%,,,,,,,TRUE,,0.591,-0.198,
22112,Pat Fallon,Fallon,R,TX-4,2,R+26.0,Far-Right Establishment,97.27%,,,,,,,TRUE,,0.728,0.139,
22114,Michelle Fischbach,Fischbach,R,MN-7,2,R+33.2,Far-Right Establishment,96.50%,,,,,,,TRUE,,0.542,0.066,
22115,Scott Fitzgerald,Fitzgerald,R,WI-5,2,R+22.9,Far-Right Establishment,96.09%,,,,,,,TRUE,,0.608,0.166,
22116,Scott Franklin,Franklin,R,FL-18,2,R+22.8,Far-Right Establishment,95.80%,,,,,,,TRUE,,0.603,0.096,
22122,Diana Harshbarger,Harshbarger,R,TN-1,2,R+54.2,Far-Right Establishment,97.63%,,,,,,,TRUE,TRUE,0.682,-0.02,
22125,Ronny Jackson,Jackson,R,TX-13,2,R+45.5,Far-Right Establishment,98.00%,,,,,,,TRUE,TRUE,0.768,0.105,
22134,Tracey Mann,Mann,R,KS-1,2,R+29.6,Far-Right Establishment,95.39%,,,,,,,TRUE,,0.611,0.1,
22155,Beth Van Duyne,Van Duyne,R,TX-24,2,R+12.3,Far-Right Establishment,97.47%,,,,,,TRUE,TRUE,,0.597,-0.011,
21920,Russ Fulcher,Fulcher,R,ID-1,3,R+38.2,Far-Right Establishment,96.08%,,,,,,,TRUE,TRUE,0.639,-0.039,
21925,Lance Gooden,Gooden,R,TX-5,3,R+22.4,Far-Right Establishment,97.06%,,,,,,,TRUE,,0.746,-0.066,
21926,Mark Green,Green,R,TN-7,3,R+15.1,Far-Right Establishment,96.31%,,,,,,,TRUE,TRUE,0.671,0.015,
21927,Michael Guest,Guest,R,MS-3,3,R+24.3,Far-Right Establishment,93.78%,,,,,TRUE,,TRUE,,0.528,0.1,
21936,John Joyce,Joyce,R,PA-13,3,R+45.2,Far-Right Establishment,95.26%,,,,,,,,,0.569,0,
21946,Carol Miller,Miller,R,WV-1,3,R+40.9,Far-Right Establishment,96.29%,,,,,TRUE,,,,0.517,0.108,
21956,Guy Reschenthaler,Reschenthaler,R,PA-14,3,R+31.5,Far-Right Establishment,94.44%,,,,,TRUE,,TRUE,,0.437,0.063,
21959,John Rose,Rose,R,TN-6,3,R+29.1,Far-Right Establishment,94.13%,,,,,,,TRUE,,0.668,0.105,
21974,William Timmons IV,Timmons,R,SC-4,3,R+18.5,Far-Right Establishment,96.78%,,,,,,,TRUE,,0.604,0.139,
21981,Michael Waltz,Waltz,R,FL-6,3,R+23.7,Far-Right Establishment,95.35%,,,,,TRUE,,TRUE,,0.442,-0.117,
21532,Ryan Zinke,Zinke,R,MT-1,2.1,R+6.9,Far-Right Establishment,91.89%,,,,,,,TRUE,,0.43,-0.127,
91980,Jeff Van Drew,Van Drew,R,NJ-2,3,R+4.9,Far-Right Establishment,93.69%,,,,,,TRUE,TRUE,,0.38,-0.487,
21760,Kevin Hern,Hern,R,OK-1,3.1,R+21.4,Far-Right Establishment,97.36%,,,,,,,TRUE,,0.68,-0.078,
21757,Debbie Lesko,Lesko,R,AZ-8,3.3,R+13.5,Far-Right Establishment,95.02%,,,,,,,TRUE,TRUE,0.614,-0.077,
21750,Ron Estes,Estes,R,KS-4,3.8,R+21.7,Far-Right Establishment,95.32%,,,,,,,TRUE,,0.643,0.058,
21700,Jodey Arrington,Arrington,R,TX-19,4,R+46.2,Far-Right Establishment,95.50%,,,,,,,TRUE,,0.642,0.003,
21702,Jim Banks,Banks,R,IN-3,4,R+29.9,Far-Right Establishment,96.28%,,,,,,,TRUE,,0.651,0.058,
21735,Brian Mast,Mast,R,FL-21,4,R+9.4,Far-Right Establishment,94.11%,,,,,,,TRUE,,0.462,-0.359,
21565,James Comer,Comer,R,KY-1,4.1,R+42.7,Far-Right Establishment,96.78%,,,,,,,TRUE,,0.595,-0.039,
21561,Trent Kelly,Kelly,R,MS-1,4.8,R+31.7,Far-Right Establishment,94.85%,,,,,,,TRUE,,0.637,0.273,
21519,Mike Bost,Bost,R,IL-12,5,R+42.8,Far-Right Establishment,95.24%,,,,,TRUE,TRUE,TRUE,,0.384,0.031,
21551,Brian Babin,Babin,R,TX-36,5,R+31.6,Far-Right Establishment,98.17%,,,,,,,TRUE,,0.711,0.074,
21531,Tom Emmer,Emmer,R,MN-6,5,R+17.6,Far-Right Establishment,95.38%,,,,,,,TRUE,,0.468,-0.09,
21559,Glenn Grothman,Grothman,R,WI-6,5,R+15.7,Far-Right Establishment,94.66%,,,,,,,TRUE,,0.599,-0.225,
21515,Barry Loudermilk,Loudermilk,R,GA-11,5,R+15.3,Far-Right Establishment,95.41%,,,,,,,TRUE,,0.682,-0.003,
21500,Gary Palmer,Palmer,R,AL-6,5,R+29.9,Far-Right Establishment,95.76%,,,,,,,TRUE,TRUE,0.679,0.102,
21302,Doug LaMalfa,LaMalfa,R,CA-1,6,R+19.1,Far-Right Establishment,95.11%,,,,,,,TRUE,,0.538,0.026,
21360,Randy Weber,Weber,R,TX-14,6,R+28.5,Far-Right Establishment,98.32%,,,,,,,TRUE,,0.73,0.017,
21364,Roger Williams,Williams,R,TX-25,6,R+31.2,Far-Right Establishment,98.07%,,,,,,,TRUE,,0.595,0.063,
21179,Scott DesJarlais,DesJarlais,R,TN-4,7,R+37.7,Far-Right Establishment,95.16%,,,,,,,TRUE,TRUE,0.581,-0.046,
21191,Morgan Griffith,Griffith,R,VA-9,7,R+41.9,Far-Right Establishment,90.06%,,,,,,,,TRUE,0.52,-0.365,
21105,David Schweikert,Schweikert,R,AZ-1,7,D+1.5,Far-Right Establishment,90.90%,,,,,,,TRUE,,0.561,-0.251,
