politician,response,date,pct_estimate
Mike Pence,unfavorable,2023-01-09,49.064808
Mike Pence,favorable,2023-01-08,35.063534
Mike Pence,unfavorable,2023-01-08,49.064808
Mike Pence,favorable,2023-01-07,35.063534
Mike Pence,unfavorable,2023-01-07,49.064808
Mike Pence,favorable,2023-01-06,35.063534
Mike Pence,unfavorable,2023-01-06,49.064808
Mike Pence,favorable,2023-01-05,35.063534
Mike Pence,unfavorable,2023-01-05,49.064808
Mike Pence,favorable,2023-01-04,35.063534
Mike Pence,unfavorable,2023-01-04,49.064808
Mike Pence,favorable,2023-01-03,35.063534
Mike Pence,unfavorable,2023-01-03,49.064808
Mike Pence,favorable,2023-01-02,35.063534
Mike Pence,unfavorable,2023-01-02,49.064808
Mike Pence,favorable,2023-01-01,35.063534
Mike Pence,unfavorable,2023-01-01,49.064808
Mike Pence,favorable,2022-12-31,35.063534
Mike Pence,unfavorable,2022-12-31,49.064808
Mike Pence,favorable,2022-12-30,35.063534
Mike Pence,unfavorable,2022-12-30,49.064808
Mike Pence,favorable,2022-12-29,35.063534
Mike Pence,unfavorable,2022-12-29,49.064808
Mike Pence,favorable,2022-12-28,35.063534
Mike Pence,unfavorable,2022-12-28,49.064808
Mike Pence,favorable,2022-12-27,35.063534
Mike Pence,unfavorable,2022-12-27,49.064808
Mike Pence,favorable,2022-12-26,35.063534
Mike Pence,unfavorable,2022-12-26,49.064808
Mike Pence,favorable,2022-12-25,35.063534
Mike Pence,unfavorable,2022-12-25,49.064808
Mike Pence,favorable,2022-12-24,35.063534
Mike Pence,unfavorable,2022-12-24,49.064808
Mike Pence,favorable,2022-12-23,35.947121
Mike Pence,unfavorable,2022-12-23,48.60902
Mike Pence,favorable,2022-12-22,35.947121
Mike Pence,unfavorable,2022-12-22,48.60902
Mike Pence,favorable,2022-12-21,35.947121
Mike Pence,unfavorable,2022-12-21,48.60902
Mike Pence,favorable,2022-12-20,35.947121
Mike Pence,unfavorable,2022-12-20,48.60902
Mike Pence,favorable,2022-12-19,35.947121
Mike Pence,unfavorable,2022-12-19,48.60902
Mike Pence,favorable,2022-12-18,36.852428
Mike Pence,unfavorable,2022-12-18,48.48003
Mike Pence,favorable,2022-12-17,36.852428
Mike Pence,unfavorable,2022-12-17,48.48003
Mike Pence,favorable,2022-12-16,36.852428
Mike Pence,unfavorable,2022-12-16,48.48003
Mike Pence,favorable,2022-12-15,36.852428
Mike Pence,unfavorable,2022-12-15,48.48003
Mike Pence,favorable,2022-12-14,36.852428
Mike Pence,unfavorable,2022-12-14,48.48003
Mike Pence,favorable,2022-12-13,36.852428
Mike Pence,unfavorable,2022-12-13,48.48003
Mike Pence,favorable,2022-12-12,36.852428
Mike Pence,unfavorable,2022-12-12,48.48003
Mike Pence,favorable,2022-12-11,32.453602
Mike Pence,unfavorable,2022-12-11,51.300335
Mike Pence,favorable,2022-12-10,32.453602
Mike Pence,unfavorable,2022-12-10,51.300335
Mike Pence,favorable,2022-12-09,32.453602
Mike Pence,unfavorable,2022-12-09,51.300335
Mike Pence,favorable,2022-12-08,32.453602
Mike Pence,unfavorable,2022-12-08,51.300335
Mike Pence,favorable,2022-12-07,32.453602
Mike Pence,unfavorable,2022-12-07,51.300335
Mike Pence,favorable,2022-12-06,34.545826
Mike Pence,unfavorable,2022-12-06,48.618286
Mike Pence,favorable,2022-12-05,34.545826
Mike Pence,unfavorable,2022-12-05,48.618286
Mike Pence,favorable,2022-12-04,35.071045
Mike Pence,unfavorable,2022-12-04,47.000298
Mike Pence,favorable,2022-12-03,35.071045
Mike Pence,unfavorable,2022-12-03,47.000298
Mike Pence,favorable,2022-12-02,35.071045
Mike Pence,unfavorable,2022-12-02,47.000298
Mike Pence,favorable,2022-12-01,35.071045
Mike Pence,unfavorable,2022-12-01,47.000298
Mike Pence,favorable,2022-11-30,35.071045
Mike Pence,unfavorable,2022-11-30,47.000298
Mike Pence,favorable,2022-11-29,35.071045
Mike Pence,unfavorable,2022-11-29,47.000298
Mike Pence,favorable,2022-11-28,35.630596
Mike Pence,unfavorable,2022-11-28,47.484665
Mike Pence,favorable,2022-11-27,35.630596
Mike Pence,unfavorable,2022-11-27,47.484665
Mike Pence,favorable,2022-11-26,35.630596
Mike Pence,unfavorable,2022-11-26,47.484665
Mike Pence,favorable,2022-11-25,35.630596
Mike Pence,unfavorable,2022-11-25,47.484665
Mike Pence,favorable,2022-11-24,35.630596
Mike Pence,unfavorable,2022-11-24,47.484665
Mike Pence,favorable,2022-11-23,35.630596
Mike Pence,unfavorable,2022-11-23,47.484665
Mike Pence,favorable,2022-11-22,35.630596
Mike Pence,unfavorable,2022-11-22,47.484665
Mike Pence,favorable,2022-11-21,37.250103
Mike Pence,unfavorable,2022-11-21,46.782669
Mike Pence,favorable,2022-11-20,37.250103
Mike Pence,unfavorable,2022-11-20,46.782669
Mike Pence,favorable,2022-11-19,37.71703
Mike Pence,unfavorable,2022-11-19,44.764523
Mike Pence,favorable,2022-11-18,37.71703
Mike Pence,unfavorable,2022-11-18,44.764523
Mike Pence,favorable,2022-11-17,37.71703
Mike Pence,unfavorable,2022-11-17,44.764523
Mike Pence,favorable,2022-11-16,37.011173
Mike Pence,unfavorable,2022-11-16,46.909977
Mike Pence,favorable,2022-11-15,37.011173
Mike Pence,unfavorable,2022-11-15,46.909977
Mike Pence,favorable,2022-11-14,32.475857
Mike Pence,unfavorable,2022-11-14,51.048489
Mike Pence,favorable,2022-11-13,28.519403
Mike Pence,unfavorable,2022-11-13,53.35173
Mike Pence,favorable,2022-11-12,28.519403
Mike Pence,unfavorable,2022-11-12,53.35173
Mike Pence,favorable,2022-11-11,28.519403
Mike Pence,unfavorable,2022-11-11,53.35173
Mike Pence,favorable,2022-11-10,28.519403
Mike Pence,unfavorable,2022-11-10,53.35173
Mike Pence,favorable,2022-11-09,28.519403
Mike Pence,unfavorable,2022-11-09,53.35173
Mike Pence,favorable,2022-11-08,28.519403
Mike Pence,unfavorable,2022-11-08,53.35173
Mike Pence,favorable,2022-11-07,28.519403
Mike Pence,unfavorable,2022-11-07,53.35173
Mike Pence,favorable,2022-11-06,36.260609
Mike Pence,unfavorable,2022-11-06,46.7192
Mike Pence,favorable,2022-11-05,36.260609
Mike Pence,unfavorable,2022-11-05,46.7192
Mike Pence,favorable,2022-11-04,36.260609
Mike Pence,unfavorable,2022-11-04,46.7192
Mike Pence,favorable,2022-11-03,36.260609
Mike Pence,unfavorable,2022-11-03,46.7192
Mike Pence,favorable,2022-11-02,36.260609
Mike Pence,unfavorable,2022-11-02,46.7192
Mike Pence,favorable,2022-11-01,36.260609
Mike Pence,unfavorable,2022-11-01,46.7192
Mike Pence,favorable,2022-10-31,36.260609
Mike Pence,unfavorable,2022-10-31,46.7192
Mike Pence,favorable,2022-10-30,36.552597
Mike Pence,unfavorable,2022-10-30,46.464714
Mike Pence,favorable,2022-10-29,36.552597
Mike Pence,unfavorable,2022-10-29,46.464714
Mike Pence,favorable,2022-10-28,36.552597
Mike Pence,unfavorable,2022-10-28,46.464714
Mike Pence,favorable,2022-10-27,36.552597
Mike Pence,unfavorable,2022-10-27,46.464714
Mike Pence,favorable,2022-10-26,36.552597
Mike Pence,unfavorable,2022-10-26,46.464714
Mike Pence,favorable,2022-10-25,36.552597
Mike Pence,unfavorable,2022-10-25,46.464714
Mike Pence,favorable,2022-10-24,36.552597
Mike Pence,unfavorable,2022-10-24,46.464714
Mike Pence,favorable,2022-10-23,37.94516
Mike Pence,unfavorable,2022-10-23,47.861458
Mike Pence,favorable,2022-10-22,40.011131
Mike Pence,unfavorable,2022-10-22,45.626297
Mike Pence,favorable,2022-10-21,40.011131
Mike Pence,unfavorable,2022-10-21,45.626297
Mike Pence,favorable,2022-10-20,40.011131
Mike Pence,unfavorable,2022-10-20,45.626297
Mike Pence,favorable,2022-10-19,40.011131
Mike Pence,unfavorable,2022-10-19,45.626297
Mike Pence,favorable,2022-10-18,40.011131
Mike Pence,unfavorable,2022-10-18,45.626297
Mike Pence,favorable,2022-10-17,40.011131
Mike Pence,unfavorable,2022-10-17,45.626297
Mike Pence,favorable,2022-10-16,40.011131
Mike Pence,unfavorable,2022-10-16,45.626297
Mike Pence,favorable,2022-10-15,40.448673
Mike Pence,unfavorable,2022-10-15,44.456463
Mike Pence,favorable,2022-10-14,40.448673
Mike Pence,unfavorable,2022-10-14,44.456463
Mike Pence,favorable,2022-10-13,40.448673
Mike Pence,unfavorable,2022-10-13,44.456463
Mike Pence,favorable,2022-10-12,35.387802
Mike Pence,unfavorable,2022-10-12,47.568794
Mike Pence,favorable,2022-10-11,35.387802
Mike Pence,unfavorable,2022-10-11,47.568794
Mike Pence,favorable,2022-10-10,35.387802
Mike Pence,unfavorable,2022-10-10,47.568794
Mike Pence,favorable,2022-10-09,36.242886
Mike Pence,unfavorable,2022-10-09,48.177708
Mike Pence,favorable,2022-10-08,36.67355
Mike Pence,unfavorable,2022-10-08,46.663033
Mike Pence,favorable,2022-10-07,36.67355
Mike Pence,unfavorable,2022-10-07,46.663033
Mike Pence,favorable,2022-10-06,36.67355
Mike Pence,unfavorable,2022-10-06,46.663033
Mike Pence,favorable,2022-10-05,36.67355
Mike Pence,unfavorable,2022-10-05,46.663033
Mike Pence,favorable,2022-10-04,36.67355
Mike Pence,unfavorable,2022-10-04,46.663033
Mike Pence,favorable,2022-10-03,36.67355
Mike Pence,unfavorable,2022-10-03,46.663033
Mike Pence,favorable,2022-10-02,36.392403
Mike Pence,unfavorable,2022-10-02,49.041943
Mike Pence,favorable,2022-10-01,37.25687
Mike Pence,unfavorable,2022-10-01,48.46006
Mike Pence,favorable,2022-09-30,37.25687
Mike Pence,unfavorable,2022-09-30,48.46006
Mike Pence,favorable,2022-09-29,37.25687
Mike Pence,unfavorable,2022-09-29,48.46006
Mike Pence,favorable,2022-09-28,37.25687
Mike Pence,unfavorable,2022-09-28,48.46006
Mike Pence,favorable,2022-09-27,37.25687
Mike Pence,unfavorable,2022-09-27,48.46006
Mike Pence,favorable,2022-09-26,37.25687
Mike Pence,unfavorable,2022-09-26,48.46006
Mike Pence,favorable,2022-09-25,37.25687
Mike Pence,unfavorable,2022-09-25,48.46006
Mike Pence,favorable,2022-09-24,38.006721
Mike Pence,unfavorable,2022-09-24,46.7313
Mike Pence,favorable,2022-09-23,38.006721
Mike Pence,unfavorable,2022-09-23,46.7313
Mike Pence,favorable,2022-09-22,38.006721
Mike Pence,unfavorable,2022-09-22,46.7313
Mike Pence,favorable,2022-09-21,38.006721
Mike Pence,unfavorable,2022-09-21,46.7313
Mike Pence,favorable,2022-09-20,38.006721
Mike Pence,unfavorable,2022-09-20,46.7313
Mike Pence,favorable,2022-09-19,38.006721
Mike Pence,unfavorable,2022-09-19,46.7313
Mike Pence,favorable,2022-09-18,38.006721
Mike Pence,unfavorable,2022-09-18,46.7313
Mike Pence,favorable,2022-09-17,36.005173
Mike Pence,unfavorable,2022-09-17,47.931973
Mike Pence,favorable,2022-09-16,36.005173
Mike Pence,unfavorable,2022-09-16,47.931973
Mike Pence,favorable,2022-09-15,36.005173
Mike Pence,unfavorable,2022-09-15,47.931973
